protid,PC_Run,Entry.Name,Organism,Taxonomic.lineage,Lineage
Q5KPW4,New,Q5KPW4_CRYNJ,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus neoformans species complex (no rank), Cryptococcus neoformans (species), Cryptococcus neoformans var. neoformans (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus neoformans species complex', 'Cryptococcus neoformans', 'Cryptococcus neoformans var. neoformans']"
R0K4K8,New,R0K4K8_EXST2,Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Exserohilum (genus), Exserohilum turcicum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Pleosporaceae', 'Exserohilum', 'Exserohilum turcicum']"
R7Z3L8,New,R7Z3L8_CONA1,Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetes incertae sedis (no rank), Coniosporium (genus), Coniosporium apollinis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetes incertae sedis', 'Coniosporium', 'Coniosporium apollinis']"
R9AE54,New,R9AE54_WALI9,Wallemia ichthyophaga (strain EXF-994 / CBS 113033),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Wallemiomycotina (subphylum), Wallemiomycetes (class), Wallemiales (order), Wallemiaceae (family), Wallemia (genus), Wallemia ichthyophaga (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Wallemiomycotina', 'Wallemiomycetes', 'Wallemiales', 'Wallemiaceae', 'Wallemia', 'Wallemia ichthyophaga']"
R9P4N6,New,R9P4N6_PSEHS,Pseudozyma hubeiensis (strain SY62) (Yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Pseudozyma (genus), Pseudozyma hubeiensis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Ustilaginomycetes', 'Ustilaginales', 'Ustilaginaceae', 'Pseudozyma', 'Pseudozyma hubeiensis']"
S3DDV0,New,S3DDV0_GLAL2,Glarea lozoyensis (strain ATCC 20868 / MF5171),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Helotiaceae (family), Glarea (genus), Glarea lozoyensis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Helotiales', 'Helotiaceae', 'Glarea', 'Glarea lozoyensis']"
S7QPI6,New,S7QPI6_GLOTA,Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Gloeophyllales (order), Gloeophyllaceae (family), Gloeophyllum (genus), Gloeophyllum trabeum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Gloeophyllales', 'Gloeophyllaceae', 'Gloeophyllum', 'Gloeophyllum trabeum']"
U1HFI3,New,U1HFI3_ENDPU,Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Verrucariales (order), Verrucariaceae (family), Endocarpon (genus), Endocarpon pusillum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Verrucariales', 'Verrucariaceae', 'Endocarpon', 'Endocarpon pusillum']"
W2RYH4,New,W2RYH4_9EURO,Cyphellophora europaea CBS 101466,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Cyphellophoraceae (family), Cyphellophora (genus), Cyphellophora europaea (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Cyphellophoraceae', 'Cyphellophora', 'Cyphellophora europaea']"
W4KQ95,New,W4KQ95_HETIT,Heterobasidion irregulare (strain TC 32-1),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Russulales (order), Bondarzewiaceae (family), Heterobasidion (genus), Heterobasidion annosum species complex (no rank), Heterobasidion irregulare (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Russulales', 'Bondarzewiaceae', 'Heterobasidion', 'Heterobasidion annosum species complex', 'Heterobasidion irregulare']"
W6Z0Z5,New,W6Z0Z5_COCMI,Bipolaris oryzae ATCC 44560,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Bipolaris (genus), Cochliobolus miyabeanus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Pleosporaceae', 'Bipolaris', 'Cochliobolus miyabeanus']"
W9VX42,New,W9VX42_9EURO,Cladophialophora yegresii CBS 114405,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Cladophialophora (genus), Cladophialophora yegresii (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Cladophialophora', 'Cladophialophora yegresii']"
W9X123,New,W9X123_9EURO,Cladophialophora psammophila CBS 110553,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Cladophialophora (genus), Cladophialophora psammophila (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Cladophialophora', 'Cladophialophora psammophila']"
W9YHP9,New,W9YHP9_9EURO,Capronia epimyces CBS 606.96,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Capronia (genus), Capronia epimyces (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Capronia', 'Capronia epimyces']"
W9YYW0,New,W9YYW0_9EURO,Capronia coronata CBS 617.96,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Capronia (genus), Capronia coronata (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Capronia', 'Capronia coronata']"
A0A5D3B379,Hum_act,A0A5D3B379_9TREE,Cryptococcus floricola,"Cryptococcus (genus), Cryptococcaceae (family), Tremellales (order), Tremellomycetes (class), Agaricomycotina (subphylum), Basidiomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A061AJ95,Hum_act,A0A061AJ95_CYBFA,Cyberlindnera fabianii (Yeast) (Hansenula fabianii),"Cyberlindnera (genus), Phaffomycetaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1Y1WR15,Hum_act,A0A1Y1WR15_9FUNG,Anaeromyces robustus,"Anaeromyces (genus), Neocallimastigaceae (family), Neocallimastigales (order), Neocallimastigomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1Y1UYW7,Hum_act,A0A1Y1UYW7_9FUNG,Piromyces finnis,"Piromyces (genus), Neocallimastigaceae (family), Neocallimastigales (order), Neocallimastigomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A137NZP7,Hum_act,A0A137NZP7_CONC2,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),"Conidiobolus coronatus (species), Conidiobolus (genus), Ancylistaceae (family), Entomophthorales (order), Entomophthoromycetes (class), Entomophthoromycotina (subphylum), Zoopagomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A068RS63,Hum_act,A0A068RS63_9FUNG,Lichtheimia corymbifera JMRC:FSU:9682,"Lichtheimia corymbifera (species), Lichtheimia (genus), Lichtheimiaceae (family), Mucorales (order), Mucoromycetes (class), Mucoromycotina (subphylum), Mucoromycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A4P9X4V7,Hum_act,A0A4P9X4V7_9FUNG,Caulochytrium protostelioides,"Caulochytrium (genus), Caulochytriaceae (family), Caulochytriales (order), Chytridiomycetes (class), Chytridiomycota incertae sedis (no rank), Chytridiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1E4T0Y4,Hum_act,A0A1E4T0Y4_9ASCO,[Candida] arabinofermentans NRRL YB-2248,"[Candida] arabinofermentans (species), Ogataea/Candida clade (no rank), Ogataea (genus), Pichiaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A4U0URN4,Hum_act,A0A4U0URN4_9PEZI,Friedmanniomyces endolithicus,"Friedmanniomyces (genus), Teratosphaeriaceae (family), Mycosphaerellales (order), Dothideomycetidae (subclass), Dothideomycetes (class), dothideomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A4U0VMU5,Hum_act,A0A4U0VMU5_9PEZI,Friedmanniomyces endolithicus,"Friedmanniomyces (genus), Teratosphaeriaceae (family), Mycosphaerellales (order), Dothideomycetidae (subclass), Dothideomycetes (class), dothideomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A0U5GWC7,Hum_act,A0A0U5GWC7_ASPCI,Aspergillus calidoustus,"Aspergillus subgen. Nidulantes (subgenus), Aspergillus (genus), Aspergillaceae (family), Eurotiales (order), Eurotiomycetidae (subclass), Eurotiomycetes (class), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A545A7Y5,Hum_act,A0A545A7Y5_9PEZI,Golovinomyces magnicellulatus,"Golovinomyces (genus), Erysiphaceae (family), Erysiphales (order), Leotiomycetes (class), sordariomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1Q5SXG6,Hum_act,A0A1Q5SXG6_9EURO,Penicillium subrubescens,"Penicillium (genus), Aspergillaceae (family), Eurotiales (order), Eurotiomycetidae (subclass), Eurotiomycetes (class), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A544ZXW1,Hum_act,A0A544ZXW1_9PEZI,Golovinomyces magnicellulatus,"Golovinomyces (genus), Erysiphaceae (family), Erysiphales (order), Leotiomycetes (class), sordariomyceta (no rank), leotiomyceta (no rank), Pezizomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1E3PH33,Hum_act,A0A1E3PH33_9ASCO,Nadsonia fulvescens var. elongata DSM 6958,"Nadsonia fulvescens var. elongata (varietas), Nadsonia fulvescens (species), Nadsonia (genus), Saccharomycetales incertae sedis (no rank), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A0C9LYI6,Hum_act,A0A0C9LYI6_BLOB1,Fungal sp. (strain No.11243),"unclassified Fungi (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A642UJ73,Hum_act,A0A642UJ73_9ASCO,Trichomonascus ciferrii,"Trichomonascus ciferrii complex (no rank), Trichomonascus (genus), Trichomonascaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A448YQS2,Hum_act,A0A448YQS2_BRENA,Brettanomyces naardenensis (Yeast),"Brettanomyces (genus), Pichiaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1E3PZA6,Hum_act,A0A1E3PZA6_LIPST,Lipomyces starkeyi NRRL Y-11557,"Lipomyces starkeyi (species), Lipomyces (genus), Lipomycetaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A0L0SRU8,Hum_act,A0A0L0SRU8_ALLM3,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),"Allomyces macrogynus (species), Allomyces (genus), Blastocladiaceae (family), Blastocladiales (order), Blastocladiomycetes (class), Blastocladiomycota incertae sedis (no rank), Blastocladiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A1Y2I780,Hum_act,A0A1Y2I780_9FUNG,Catenaria anguillulae PL171,"Catenaria anguillulae (species), Catenaria (genus), Catenariaceae (family), Blastocladiales (order), Blastocladiomycetes (class), Blastocladiomycota incertae sedis (no rank), Blastocladiomycota (phylum), Fungi incertae sedis (no rank), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A0J9X4T0,Hum_act,A0A0J9X4T0_GEOCN,Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum),"Geotrichum (genus), Dipodascaceae (family), Saccharomycetales (order), Saccharomycetes (class), Saccharomycotina (subphylum), saccharomyceta (no rank), Ascomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
